district_id,state,chamber,district_num,ocd_id,seat_label,party_control,rep_name,rep_party,first_elected,tenure_years,pvi,cook_rating,incumbent_running,is_open_seat,mode,chamber_total_seats,chamber_majority_threshold,state_raised_r_2026,state_spent_r_2026,state_raised_d_2026,state_spent_d_2026,state_raised_r_2024,state_spent_r_2024,state_raised_d_2024,state_spent_d_2024,state_raised_r_2022,state_spent_r_2022,state_raised_d_2022,state_spent_d_2022,hist_cost_to_compete,candidates_json,notes,data_source_flags
AK-L-013,AK,lower,13,ocd-division/country:us/state:ak/sldl:13,AK HD-13,R,Linda Davis,R,2019,7.0,9.7,Likely R,True,False,defend,40,21,515947.0,464352.0,504046.0,453642.0,464352.0,438555.0,453642.0,428439.0,438555.0,412758.0,428439.0,403237.0,470654.0,"{""office"": ""AK House District 13"", ""source"": ""mock"", ""candidates"": [{""name"": ""Linda Davis"", ""party"": ""R""}, {""name"": ""Linda Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-014,AK,lower,14,ocd-division/country:us/state:ak/sldl:14,AK HD-14,R,David Rodriguez,R,2009,17.0,8.6,Likely R,True,False,defend,40,21,399170.0,359253.0,210216.0,189194.0,359253.0,339294.0,189194.0,178683.0,339294.0,319336.0,178683.0,168172.0,290764.0,"{""office"": ""AK House District 14"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Rodriguez"", ""party"": ""R""}, {""name"": ""Jennifer Thomas"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-015,AK,lower,15,ocd-division/country:us/state:ak/sldl:15,AK HD-15,R,OPEN SEAT,,,0.0,18.8,Likely R,False,True,safe,40,21,481116.0,433005.0,301508.0,271358.0,433005.0,408949.0,271358.0,256282.0,408949.0,384893.0,256282.0,241207.0,259384.0,"{""office"": ""AK House District 15"", ""source"": ""mock"", ""candidates"": []}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-016,AK,lower,16,ocd-division/country:us/state:ak/sldl:16,AK HD-16,R,Elizabeth Martinez,R,2012,14.0,18.7,Likely R,True,False,safe,40,21,119421.0,107479.0,126082.0,113474.0,107479.0,101508.0,113474.0,107170.0,101508.0,95537.0,107170.0,100866.0,81717.0,"{""office"": ""AK House District 16"", ""source"": ""mock"", ""candidates"": [{""name"": ""Elizabeth Martinez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-017,AK,lower,17,ocd-division/country:us/state:ak/sldl:17,AK HD-17,R,William Hernandez,R,2023,3.0,2.0,Lean R,True,False,defend,40,21,924568.0,832111.0,741743.0,667568.0,832111.0,785882.0,667568.0,630481.0,785882.0,739654.0,630481.0,593394.0,952177.0,"{""office"": ""AK House District 17"", ""source"": ""mock"", ""candidates"": [{""name"": ""William Hernandez"", ""party"": ""R""}, {""name"": ""Michael Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-018,AK,lower,18,ocd-division/country:us/state:ak/sldl:18,AK HD-18,R,OPEN SEAT,,,0.0,-0.4,Toss-up,False,True,defend,40,21,1217452.0,1095707.0,738180.0,664362.0,1095707.0,1034834.0,664362.0,627453.0,1034834.0,973962.0,627453.0,590544.0,1162204.0,"{""office"": ""AK House District 18"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-019,AK,lower,19,ocd-division/country:us/state:ak/sldl:19,AK HD-19,R,Barbara Lopez,R,2015,11.0,-1.8,Toss-up,True,False,defend,40,21,581630.0,523467.0,358401.0,322561.0,523467.0,494385.0,322561.0,304641.0,494385.0,465304.0,304641.0,286721.0,539846.0,"{""office"": ""AK House District 19"", ""source"": ""mock"", ""candidates"": [{""name"": ""Barbara Lopez"", ""party"": ""R""}, {""name"": ""James Williams"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-020,AK,lower,20,ocd-division/country:us/state:ak/sldl:20,AK HD-20,R,Richard Wilson,R,2017,9.0,7.8,Likely R,True,False,defend,40,21,581374.0,523237.0,586696.0,528026.0,523237.0,494168.0,528026.0,498692.0,494168.0,465099.0,498692.0,469357.0,570686.0,"{""office"": ""AK House District 20"", ""source"": ""mock"", ""candidates"": [{""name"": ""Richard Wilson"", ""party"": ""R""}, {""name"": ""Elizabeth Jones"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-021,AK,lower,21,ocd-division/country:us/state:ak/sldl:21,AK HD-21,R,Susan Anderson,R,2014,12.0,26.8,Likely R,True,False,safe,40,21,161469.0,145322.0,140234.0,126211.0,145322.0,137248.0,126211.0,119199.0,137248.0,129175.0,119199.0,112188.0,74822.0,"{""office"": ""AK House District 21"", ""source"": ""mock"", ""candidates"": [{""name"": ""Susan Anderson"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-022,AK,lower,22,ocd-division/country:us/state:ak/sldl:22,AK HD-22,R,Joseph Thomas,R,2018,8.0,7.2,Likely R,True,False,defend,40,21,486980.0,438282.0,433636.0,390273.0,438282.0,413933.0,390273.0,368591.0,413933.0,389584.0,368591.0,346909.0,457678.0,"{""office"": ""AK House District 22"", ""source"": ""mock"", ""candidates"": [{""name"": ""Joseph Thomas"", ""party"": ""R""}, {""name"": ""Jennifer Rodriguez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-023,AK,lower,23,ocd-division/country:us/state:ak/sldl:23,AK HD-23,R,Jessica Smith,R,2021,5.0,13.7,Likely R,False,False,defend,40,21,524867.0,472380.0,516923.0,465230.0,472380.0,446137.0,465230.0,439384.0,446137.0,419893.0,439384.0,413538.0,421181.0,"{""office"": ""AK House District 23"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jessica Smith"", ""party"": ""R""}, {""name"": ""Susan Garcia"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-024,AK,lower,24,ocd-division/country:us/state:ak/sldl:24,AK HD-24,R,James Johnson,R,2019,7.0,9.4,Likely R,True,False,defend,40,21,684307.0,615876.0,473948.0,426553.0,615876.0,581661.0,426553.0,402856.0,581661.0,547446.0,402856.0,379159.0,539416.0,"{""office"": ""AK House District 24"", ""source"": ""mock"", ""candidates"": [{""name"": ""James Johnson"", ""party"": ""R""}, {""name"": ""Barbara Thomas"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-025,AK,lower,25,ocd-division/country:us/state:ak/sldl:25,AK HD-25,R,Mary Williams,R,2017,9.0,-0.1,Toss-up,True,False,defend,40,21,939179.0,845261.0,508039.0,457235.0,845261.0,798302.0,457235.0,431833.0,798302.0,751343.0,431833.0,406431.0,866263.0,"{""office"": ""AK House District 25"", ""source"": ""mock"", ""candidates"": [{""name"": ""Mary Williams"", ""party"": ""R""}, {""name"": ""David Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-026,AK,lower,26,ocd-division/country:us/state:ak/sldl:26,AK HD-26,D,Robert Brown,D,2008,18.0,-10.1,Likely D,True,False,attack,40,21,469654.0,422689.0,391969.0,352772.0,422689.0,399206.0,352772.0,333174.0,399206.0,375723.0,333174.0,313575.0,392654.0,"{""office"": ""AK House District 26"", ""source"": ""mock"", ""candidates"": [{""name"": ""Robert Brown"", ""party"": ""D""}, {""name"": ""Linda Lopez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-027,AK,lower,27,ocd-division/country:us/state:ak/sldl:27,AK HD-27,R,Patricia Jones,R,2018,8.0,10.2,Likely R,True,False,defend,40,21,278559.0,250703.0,269642.0,242678.0,250703.0,236775.0,242678.0,229196.0,236775.0,222847.0,229196.0,215714.0,249040.0,"{""office"": ""AK House District 27"", ""source"": ""mock"", ""candidates"": [{""name"": ""Patricia Jones"", ""party"": ""R""}, {""name"": ""Jennifer Williams"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-028,AK,lower,28,ocd-division/country:us/state:ak/sldl:28,AK HD-28,D,John Garcia,D,2015,11.0,4.2,Lean R,False,False,attack,40,21,951293.0,856164.0,912916.0,821625.0,856164.0,808599.0,821625.0,775979.0,808599.0,761035.0,775979.0,730333.0,1006673.0,"{""office"": ""AK House District 28"", ""source"": ""mock"", ""candidates"": [{""name"": ""John Garcia"", ""party"": ""D""}, {""name"": ""James Lopez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-029,AK,lower,29,ocd-division/country:us/state:ak/sldl:29,AK HD-29,R,Jennifer Miller,R,2015,11.0,0.3,Toss-up,True,False,defend,40,21,1345086.0,1210578.0,932845.0,839560.0,1210578.0,1143323.0,839560.0,792918.0,1143323.0,1076069.0,792918.0,746276.0,1356996.0,"{""office"": ""AK House District 29"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jennifer Miller"", ""party"": ""R""}, {""name"": ""William Miller"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-030,AK,lower,30,ocd-division/country:us/state:ak/sldl:30,AK HD-30,D,Michael Davis,D,2023,3.0,-9.2,Likely D,True,False,attack,40,21,374426.0,336984.0,352969.0,317672.0,336984.0,318262.0,317672.0,300024.0,318262.0,299541.0,300024.0,282375.0,340837.0,"{""office"": ""AK House District 30"", ""source"": ""mock"", ""candidates"": [{""name"": ""Michael Davis"", ""party"": ""D""}, {""name"": ""Robert Lopez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-031,AK,lower,31,ocd-division/country:us/state:ak/sldl:31,AK HD-31,D,Linda Rodriguez,D,2008,18.0,-13.6,Likely D,True,False,attack,40,21,312886.0,281598.0,386647.0,347982.0,281598.0,265953.0,347982.0,328650.0,265953.0,250309.0,328650.0,309317.0,283810.0,"{""office"": ""AK House District 31"", ""source"": ""mock"", ""candidates"": [{""name"": ""Linda Rodriguez"", ""party"": ""D""}, {""name"": ""William Miller"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-032,AK,lower,32,ocd-division/country:us/state:ak/sldl:32,AK HD-32,D,David Martinez,D,2013,13.0,-9.3,Likely D,False,False,attack,40,21,558754.0,502879.0,601000.0,540900.0,502879.0,474941.0,540900.0,510850.0,474941.0,447003.0,510850.0,480800.0,541771.0,"{""office"": ""AK House District 32"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Martinez"", ""party"": ""D""}, {""name"": ""Michael Jones"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-033,AK,lower,33,ocd-division/country:us/state:ak/sldl:33,AK HD-33,R,Elizabeth Hernandez,R,2017,9.0,14.9,Likely R,True,False,safe,40,21,609718.0,548746.0,409606.0,368646.0,548746.0,518260.0,368646.0,348165.0,518260.0,487774.0,348165.0,327685.0,394624.0,"{""office"": ""AK House District 33"", ""source"": ""mock"", ""candidates"": [{""name"": ""Elizabeth Hernandez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-034,AK,lower,34,ocd-division/country:us/state:ak/sldl:34,AK HD-34,R,William Lopez,R,2009,17.0,-0.7,Toss-up,True,False,defend,40,21,643003.0,578703.0,478447.0,430602.0,578703.0,546553.0,430602.0,406680.0,546553.0,514402.0,406680.0,382758.0,661656.0,"{""office"": ""AK House District 34"", ""source"": ""mock"", ""candidates"": [{""name"": ""William Lopez"", ""party"": ""R""}, {""name"": ""Barbara Johnson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-035,AK,lower,35,ocd-division/country:us/state:ak/sldl:35,AK HD-35,R,Barbara Wilson,R,2015,11.0,17.7,Likely R,True,False,safe,40,21,253094.0,227785.0,167314.0,150583.0,227785.0,215130.0,150583.0,142217.0,215130.0,202475.0,142217.0,133851.0,145942.0,"{""office"": ""AK House District 35"", ""source"": ""mock"", ""candidates"": [{""name"": ""Barbara Wilson"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-036,AK,lower,36,ocd-division/country:us/state:ak/sldl:36,AK HD-36,R,Richard Anderson,R,2015,11.0,8.1,Likely R,True,False,defend,40,21,207650.0,186885.0,188093.0,169284.0,186885.0,176503.0,169284.0,159879.0,176503.0,166120.0,159879.0,150474.0,191653.0,"{""office"": ""AK House District 36"", ""source"": ""mock"", ""candidates"": [{""name"": ""Richard Anderson"", ""party"": ""R""}, {""name"": ""Robert Williams"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-037,AK,lower,37,ocd-division/country:us/state:ak/sldl:37,AK HD-37,R,Susan Thomas,R,2016,10.0,8.4,Likely R,False,False,defend,40,21,798035.0,718232.0,668997.0,602097.0,718232.0,678330.0,602097.0,568647.0,678330.0,638428.0,568647.0,535197.0,704175.0,"{""office"": ""AK House District 37"", ""source"": ""mock"", ""candidates"": [{""name"": ""Susan Thomas"", ""party"": ""R""}, {""name"": ""Elizabeth Garcia"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-038,AK,lower,38,ocd-division/country:us/state:ak/sldl:38,AK HD-38,R,OPEN SEAT,,,0.0,8.9,Likely R,False,True,defend,40,21,683037.0,614734.0,485282.0,436754.0,614734.0,580582.0,436754.0,412490.0,580582.0,546430.0,412490.0,388226.0,552448.0,"{""office"": ""AK House District 38"", ""source"": ""mock"", ""candidates"": [{""name"": ""Richard Miller"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-039,AK,lower,39,ocd-division/country:us/state:ak/sldl:39,AK HD-39,R,Joseph Smith,R,2021,5.0,18.8,Likely R,True,False,safe,40,21,143968.0,129571.0,166291.0,149662.0,129571.0,122373.0,149662.0,141347.0,122373.0,115175.0,141347.0,133033.0,102829.0,"{""office"": ""AK House District 39"", ""source"": ""mock"", ""candidates"": [{""name"": ""Joseph Smith"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-L-040,AK,lower,40,ocd-division/country:us/state:ak/sldl:40,AK HD-40,R,Jessica Johnson,R,2019,7.0,40.0,Likely R,True,False,safe,40,21,78703.0,70833.0,90168.0,81151.0,70833.0,66898.0,81151.0,76643.0,66898.0,62963.0,76643.0,72134.0,41880.0,"{""office"": ""AK House District 40"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jessica Johnson"", ""party"": ""R""}, {""name"": ""Robert Johnson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-001,AL,lower,1,ocd-division/country:us/state:al/sldl:1,AL HD-1,R,James Williams,R,2017,9.0,6.0,Lean R,True,False,defend,105,53,435243.0,391719.0,444648.0,400184.0,391719.0,369957.0,400184.0,377951.0,369957.0,348195.0,377951.0,355719.0,452516.0,"{""office"": ""AL House District 1"", ""source"": ""mock"", ""candidates"": [{""name"": ""James Williams"", ""party"": ""R""}, {""name"": ""Joseph Hernandez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-002,AL,lower,2,ocd-division/country:us/state:al/sldl:2,AL HD-2,R,Mary Brown,R,2008,18.0,5.3,Lean R,True,False,defend,105,53,749673.0,674706.0,651337.0,586204.0,674706.0,637222.0,586204.0,553637.0,637222.0,599739.0,553637.0,521070.0,734530.0,"{""office"": ""AL House District 2"", ""source"": ""mock"", ""candidates"": [{""name"": ""Mary Brown"", ""party"": ""R""}, {""name"": ""Susan Thomas"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-003,AL,lower,3,ocd-division/country:us/state:al/sldl:3,AL HD-3,R,Robert Jones,R,2010,16.0,9.4,Likely R,True,False,defend,105,53,901861.0,811675.0,699698.0,629728.0,811675.0,766582.0,629728.0,594744.0,766582.0,721489.0,594744.0,559759.0,745869.0,"{""office"": ""AL House District 3"", ""source"": ""mock"", ""candidates"": [{""name"": ""Robert Jones"", ""party"": ""R""}, {""name"": ""Joseph Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-004,AL,lower,4,ocd-division/country:us/state:al/sldl:4,AL HD-4,D,Patricia Garcia,D,2023,3.0,1.7,Toss-up,True,False,attack,105,53,707144.0,636430.0,588167.0,529350.0,636430.0,601073.0,529350.0,499942.0,601073.0,565715.0,499942.0,470534.0,745729.0,"{""office"": ""AL House District 4"", ""source"": ""mock"", ""candidates"": [{""name"": ""Patricia Garcia"", ""party"": ""D""}, {""name"": ""Patricia Hernandez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-005,AL,lower,5,ocd-division/country:us/state:al/sldl:5,AL HD-5,R,John Miller,R,2009,17.0,4.5,Lean R,True,False,defend,105,53,861852.0,775667.0,602609.0,542348.0,775667.0,732575.0,542348.0,512218.0,732575.0,689482.0,512218.0,482087.0,784533.0,"{""office"": ""AL House District 5"", ""source"": ""mock"", ""candidates"": [{""name"": ""John Miller"", ""party"": ""R""}, {""name"": ""John Rodriguez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-006,AL,lower,6,ocd-division/country:us/state:al/sldl:6,AL HD-6,R,Jennifer Davis,R,2012,14.0,11.2,Likely R,False,False,defend,105,53,285424.0,256881.0,271735.0,244561.0,256881.0,242610.0,244561.0,230975.0,242610.0,228339.0,230975.0,217388.0,245150.0,"{""office"": ""AL House District 6"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jennifer Davis"", ""party"": ""R""}, {""name"": ""Robert Jones"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-007,AL,lower,7,ocd-division/country:us/state:al/sldl:7,AL HD-7,R,OPEN SEAT,,,0.0,2.8,Lean R,False,True,defend,105,53,541933.0,487740.0,322696.0,290426.0,487740.0,460643.0,290426.0,274291.0,460643.0,433546.0,274291.0,258156.0,484192.0,"{""office"": ""AL House District 7"", ""source"": ""mock"", ""candidates"": [{""name"": ""Patricia Jones"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-008,AL,lower,8,ocd-division/country:us/state:al/sldl:8,AL HD-8,R,Michael Rodriguez,R,2022,4.0,12.1,Likely R,True,False,defend,105,53,706082.0,635473.0,452972.0,407675.0,635473.0,600169.0,407675.0,385026.0,600169.0,564865.0,385026.0,362377.0,495081.0,"{""office"": ""AL House District 8"", ""source"": ""mock"", ""candidates"": [{""name"": ""Michael Rodriguez"", ""party"": ""R""}, {""name"": ""Barbara Martinez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-009,AL,lower,9,ocd-division/country:us/state:al/sldl:9,AL HD-9,R,Linda Martinez,R,2011,15.0,10.0,Likely R,True,False,defend,105,53,388551.0,349696.0,474901.0,427411.0,349696.0,330268.0,427411.0,403665.0,330268.0,310841.0,403665.0,379920.0,394721.0,"{""office"": ""AL House District 9"", ""source"": ""mock"", ""candidates"": [{""name"": ""Linda Martinez"", ""party"": ""R""}, {""name"": ""Patricia Hernandez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-010,AL,lower,10,ocd-division/country:us/state:al/sldl:10,AL HD-10,R,David Hernandez,R,2024,2.0,9.7,Likely R,True,False,defend,105,53,590778.0,531701.0,535420.0,481878.0,531701.0,502162.0,481878.0,455107.0,502162.0,472623.0,455107.0,428336.0,519660.0,"{""office"": ""AL House District 10"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Hernandez"", ""party"": ""R""}, {""name"": ""Elizabeth Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-L-011,AL,lower,11,ocd-division/country:us/state:al/sldl:11,AL HD-11,R,Elizabeth Lopez,R,2022,4.0,6.0,Lean R,True,False,defend,105,53,704469.0,634023.0,714758.0,643282.0,634023.0,598799.0,643282.0,607544.0,598799.0,563576.0,607544.0,571806.0,729888.0,"{""office"": ""AL House District 11"", ""source"": ""mock"", ""candidates"": [{""name"": ""Elizabeth Lopez"", ""party"": ""R""}, {""name"": ""James Davis"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
