district_id,state,chamber,district_num,ocd_id,seat_label,party_control,rep_name,rep_party,first_elected,tenure_years,pvi,cook_rating,incumbent_running,is_open_seat,mode,chamber_total_seats,chamber_majority_threshold,state_raised_r_2026,state_spent_r_2026,state_raised_d_2026,state_spent_d_2026,state_raised_r_2024,state_spent_r_2024,state_raised_d_2024,state_spent_d_2024,state_raised_r_2022,state_spent_r_2022,state_raised_d_2022,state_spent_d_2022,hist_cost_to_compete,candidates_json,notes,data_source_flags
AK-U-015,AK,upper,15,ocd-division/country:us/state:ak/sldu:15,AK SD-15,R,Susan Anderson,R,2013,13.0,15.7,Likely R,True,False,safe,20,11,231744.0,208569.0,180390.0,162351.0,208569.0,196982.0,162351.0,153331.0,196982.0,185395.0,153331.0,144312.0,154844.0,"{""office"": ""AK Senate District 15"", ""source"": ""mock"", ""candidates"": [{""name"": ""Susan Anderson"", ""party"": ""R""}, {""name"": ""Elizabeth Brown"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-U-016,AK,upper,16,ocd-division/country:us/state:ak/sldu:16,AK SD-16,R,Joseph Thomas,R,2018,8.0,13.5,Likely R,True,False,defend,20,11,662403.0,596163.0,420148.0,378133.0,596163.0,563043.0,378133.0,357126.0,563043.0,529922.0,357126.0,336119.0,440753.0,"{""office"": ""AK Senate District 16"", ""source"": ""mock"", ""candidates"": [{""name"": ""Joseph Thomas"", ""party"": ""R""}, {""name"": ""Barbara Brown"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-U-017,AK,upper,17,ocd-division/country:us/state:ak/sldu:17,AK SD-17,R,Jessica Smith,R,2019,7.0,0.6,Toss-up,True,False,defend,20,11,832389.0,749150.0,530029.0,477026.0,749150.0,707530.0,477026.0,450524.0,707530.0,665911.0,450524.0,424023.0,805772.0,"{""office"": ""AK Senate District 17"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jessica Smith"", ""party"": ""R""}, {""name"": ""Joseph Thomas"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-U-018,AK,upper,18,ocd-division/country:us/state:ak/sldu:18,AK SD-18,R,James Johnson,R,2015,11.0,-3.8,Lean D,True,False,defend,20,11,306196.0,275577.0,164799.0,148319.0,275577.0,260267.0,148319.0,140079.0,260267.0,244957.0,140079.0,131839.0,257029.0,"{""office"": ""AK Senate District 18"", ""source"": ""mock"", ""candidates"": [{""name"": ""James Johnson"", ""party"": ""R""}, {""name"": ""Linda Johnson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-U-019,AK,upper,19,ocd-division/country:us/state:ak/sldu:19,AK SD-19,D,Mary Williams,D,2024,2.0,-7.0,Likely D,True,False,attack,20,11,197987.0,178188.0,273517.0,246165.0,178188.0,168289.0,246165.0,232489.0,168289.0,158389.0,232489.0,218813.0,235752.0,"{""office"": ""AK Senate District 19"", ""source"": ""mock"", ""candidates"": [{""name"": ""Mary Williams"", ""party"": ""D""}, {""name"": ""Patricia Brown"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AK-U-020,AK,upper,20,ocd-division/country:us/state:ak/sldu:20,AK SD-20,R,Robert Brown,R,2019,7.0,7.5,Likely R,False,False,defend,20,11,363554.0,327198.0,268527.0,241675.0,327198.0,309021.0,241675.0,228248.0,309021.0,290843.0,228248.0,214822.0,311526.0,"{""office"": ""AK Senate District 20"", ""source"": ""mock"", ""candidates"": [{""name"": ""Robert Brown"", ""party"": ""R""}, {""name"": ""David Johnson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-001,AL,upper,1,ocd-division/country:us/state:al/sldu:1,AL SD-1,R,Patricia Jones,R,2019,7.0,8.5,Likely R,True,False,defend,35,18,393813.0,354432.0,232399.0,209159.0,354432.0,334741.0,209159.0,197539.0,334741.0,315051.0,197539.0,185919.0,299688.0,"{""office"": ""AL Senate District 1"", ""source"": ""mock"", ""candidates"": [{""name"": ""Patricia Jones"", ""party"": ""R""}, {""name"": ""Elizabeth Miller"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-002,AL,upper,2,ocd-division/country:us/state:al/sldu:2,AL SD-2,R,John Garcia,R,2018,8.0,6.3,Lean R,True,False,defend,35,18,407216.0,366494.0,328955.0,296060.0,366494.0,346133.0,296060.0,279612.0,346133.0,325772.0,279612.0,263164.0,375447.0,"{""office"": ""AL Senate District 2"", ""source"": ""mock"", ""candidates"": [{""name"": ""John Garcia"", ""party"": ""R""}, {""name"": ""Michael Garcia"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-003,AL,upper,3,ocd-division/country:us/state:al/sldu:3,AL SD-3,R,OPEN SEAT,,,0.0,9.6,Likely R,False,True,defend,35,18,655330.0,589797.0,373576.0,336218.0,589797.0,557030.0,336218.0,317540.0,557030.0,524264.0,317540.0,298861.0,476236.0,"{""office"": ""AL Senate District 3"", ""source"": ""mock"", ""candidates"": [{""name"": ""Richard Martinez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-004,AL,upper,4,ocd-division/country:us/state:al/sldu:4,AL SD-4,R,OPEN SEAT,,,0.0,3.5,Lean R,False,True,defend,35,18,523545.0,471190.0,445561.0,401005.0,471190.0,445013.0,401005.0,378727.0,445013.0,418836.0,378727.0,356449.0,533008.0,"{""office"": ""AL Senate District 4"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Davis"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-005,AL,upper,5,ocd-division/country:us/state:al/sldu:5,AL SD-5,R,Jennifer Miller,R,2019,7.0,22.3,Likely R,True,False,safe,35,18,176771.0,159094.0,146221.0,131599.0,159094.0,150255.0,131599.0,124288.0,150255.0,141417.0,124288.0,116977.0,90899.0,"{""office"": ""AL Senate District 5"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jennifer Miller"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-006,AL,upper,6,ocd-division/country:us/state:al/sldu:6,AL SD-6,R,Michael Davis,R,2010,16.0,24.4,Likely R,False,False,safe,35,18,215380.0,193842.0,186749.0,168074.0,193842.0,183073.0,168074.0,158737.0,183073.0,172304.0,158737.0,149399.0,101107.0,"{""office"": ""AL Senate District 6"", ""source"": ""mock"", ""candidates"": [{""name"": ""Michael Davis"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-007,AL,upper,7,ocd-division/country:us/state:al/sldu:7,AL SD-7,R,Linda Rodriguez,R,2015,11.0,10.8,Likely R,False,False,defend,35,18,367062.0,330356.0,312721.0,281449.0,330356.0,312003.0,281449.0,265813.0,312003.0,293650.0,265813.0,250177.0,302989.0,"{""office"": ""AL Senate District 7"", ""source"": ""mock"", ""candidates"": [{""name"": ""Linda Rodriguez"", ""party"": ""R""}, {""name"": ""Robert Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-008,AL,upper,8,ocd-division/country:us/state:al/sldu:8,AL SD-8,R,OPEN SEAT,,,0.0,0.5,Toss-up,False,True,defend,35,18,391715.0,352543.0,435937.0,392343.0,352543.0,332957.0,392343.0,370546.0,332957.0,313372.0,370546.0,348750.0,490679.0,"{""office"": ""AL Senate District 8"", ""source"": ""mock"", ""candidates"": [{""name"": ""James Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-009,AL,upper,9,ocd-division/country:us/state:al/sldu:9,AL SD-9,R,OPEN SEAT,,,0.0,11.0,Likely R,False,True,defend,35,18,267586.0,240827.0,291912.0,262721.0,240827.0,227448.0,262721.0,248125.0,227448.0,214069.0,248125.0,233530.0,247778.0,"{""office"": ""AL Senate District 9"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jessica Martinez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-010,AL,upper,10,ocd-division/country:us/state:al/sldu:10,AL SD-10,D,OPEN SEAT,,,0.0,-3.4,Lean D,False,True,attack,35,18,544893.0,490404.0,712536.0,641282.0,490404.0,463159.0,641282.0,605655.0,463159.0,435915.0,605655.0,570028.0,693382.0,"{""office"": ""AL Senate District 10"", ""source"": ""mock"", ""candidates"": [{""name"": ""James Anderson"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-011,AL,upper,11,ocd-division/country:us/state:al/sldu:11,AL SD-11,R,David Martinez,R,2022,4.0,6.4,Lean R,True,False,defend,35,18,674313.0,606882.0,718672.0,646805.0,606882.0,573166.0,646805.0,610872.0,573166.0,539450.0,610872.0,574938.0,708433.0,"{""office"": ""AL Senate District 11"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Martinez"", ""party"": ""R""}, {""name"": ""Robert Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-012,AL,upper,12,ocd-division/country:us/state:al/sldu:12,AL SD-12,R,OPEN SEAT,,,0.0,10.9,Likely R,False,True,defend,35,18,285124.0,256611.0,286912.0,258221.0,256611.0,242355.0,258221.0,243875.0,242355.0,228099.0,243875.0,229530.0,254147.0,"{""office"": ""AL Senate District 12"", ""source"": ""mock"", ""candidates"": [{""name"": ""Susan Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-013,AL,upper,13,ocd-division/country:us/state:al/sldu:13,AL SD-13,R,Elizabeth Hernandez,R,2008,18.0,-3.7,Lean D,True,False,defend,35,18,1052586.0,947327.0,842065.0,757859.0,947327.0,894698.0,757859.0,715755.0,894698.0,842068.0,715755.0,673652.0,1036645.0,"{""office"": ""AL Senate District 13"", ""source"": ""mock"", ""candidates"": [{""name"": ""Elizabeth Hernandez"", ""party"": ""R""}, {""name"": ""Susan Garcia"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-014,AL,upper,14,ocd-division/country:us/state:al/sldu:14,AL SD-14,R,William Lopez,R,2020,6.0,9.5,Likely R,False,False,defend,35,18,622190.0,559971.0,367537.0,330783.0,559971.0,528861.0,330783.0,312406.0,528861.0,497752.0,312406.0,294029.0,459516.0,"{""office"": ""AL Senate District 14"", ""source"": ""mock"", ""candidates"": [{""name"": ""William Lopez"", ""party"": ""R""}, {""name"": ""William Williams"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-015,AL,upper,15,ocd-division/country:us/state:al/sldu:15,AL SD-15,R,Barbara Wilson,R,2015,11.0,-1.7,Toss-up,True,False,defend,35,18,363361.0,327024.0,329654.0,296689.0,327024.0,308856.0,296689.0,280206.0,308856.0,290688.0,280206.0,263724.0,398979.0,"{""office"": ""AL Senate District 15"", ""source"": ""mock"", ""candidates"": [{""name"": ""Barbara Wilson"", ""party"": ""R""}, {""name"": ""Patricia Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-016,AL,upper,16,ocd-division/country:us/state:al/sldu:16,AL SD-16,D,Richard Anderson,D,2011,15.0,0.3,Toss-up,True,False,attack,35,18,411435.0,370292.0,496258.0,446632.0,370292.0,349720.0,446632.0,421819.0,349720.0,329148.0,421819.0,397006.0,540726.0,"{""office"": ""AL Senate District 16"", ""source"": ""mock"", ""candidates"": [{""name"": ""Richard Anderson"", ""party"": ""D""}, {""name"": ""Jennifer Martinez"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-017,AL,upper,17,ocd-division/country:us/state:al/sldu:17,AL SD-17,R,Susan Thomas,R,2013,13.0,4.7,Lean R,True,False,defend,35,18,899107.0,809196.0,675769.0,608192.0,809196.0,764241.0,608192.0,574404.0,764241.0,719286.0,574404.0,540615.0,839184.0,"{""office"": ""AL Senate District 17"", ""source"": ""mock"", ""candidates"": [{""name"": ""Susan Thomas"", ""party"": ""R""}, {""name"": ""Elizabeth Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-018,AL,upper,18,ocd-division/country:us/state:al/sldu:18,AL SD-18,R,Joseph Smith,R,2016,10.0,27.5,Likely R,True,False,safe,35,18,100360.0,90324.0,75155.0,67640.0,90324.0,85306.0,67640.0,63882.0,85306.0,80288.0,63882.0,60124.0,43528.0,"{""office"": ""AL Senate District 18"", ""source"": ""mock"", ""candidates"": [{""name"": ""Joseph Smith"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-019,AL,upper,19,ocd-division/country:us/state:al/sldu:19,AL SD-19,R,Jessica Johnson,R,2023,3.0,17.0,Likely R,True,False,safe,35,18,175709.0,158138.0,121575.0,109418.0,158138.0,149353.0,109418.0,103339.0,149353.0,140567.0,103339.0,97260.0,106173.0,"{""office"": ""AL Senate District 19"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jessica Johnson"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-020,AL,upper,20,ocd-division/country:us/state:al/sldu:20,AL SD-20,R,James Williams,R,2008,18.0,18.0,Likely R,True,False,safe,35,18,439956.0,395960.0,294361.0,264925.0,395960.0,373962.0,264925.0,250207.0,373962.0,351964.0,250207.0,235489.0,251766.0,"{""office"": ""AL Senate District 20"", ""source"": ""mock"", ""candidates"": [{""name"": ""James Williams"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-021,AL,upper,21,ocd-division/country:us/state:al/sldu:21,AL SD-21,R,Mary Brown,R,2009,17.0,35.9,Likely R,True,False,safe,35,18,235853.0,212268.0,188784.0,169905.0,212268.0,200475.0,169905.0,160466.0,200475.0,188682.0,160466.0,151027.0,105310.0,"{""office"": ""AL Senate District 21"", ""source"": ""mock"", ""candidates"": [{""name"": ""Mary Brown"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-022,AL,upper,22,ocd-division/country:us/state:al/sldu:22,AL SD-22,R,Robert Jones,R,2019,7.0,11.7,Likely R,True,False,defend,35,18,541370.0,487233.0,309876.0,278889.0,487233.0,460164.0,278889.0,263395.0,460164.0,433096.0,263395.0,247901.0,368468.0,"{""office"": ""AL Senate District 22"", ""source"": ""mock"", ""candidates"": [{""name"": ""Robert Jones"", ""party"": ""R""}, {""name"": ""Linda Lopez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-023,AL,upper,23,ocd-division/country:us/state:al/sldu:23,AL SD-23,R,Patricia Garcia,R,2017,9.0,-0.5,Toss-up,True,False,defend,35,18,778271.0,700443.0,810937.0,729843.0,700443.0,661530.0,729843.0,689296.0,661530.0,622616.0,689296.0,648749.0,942173.0,"{""office"": ""AL Senate District 23"", ""source"": ""mock"", ""candidates"": [{""name"": ""Patricia Garcia"", ""party"": ""R""}, {""name"": ""Linda Hernandez"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-024,AL,upper,24,ocd-division/country:us/state:al/sldu:24,AL SD-24,R,John Miller,R,2024,2.0,14.8,Likely R,True,False,safe,35,18,482204.0,433984.0,447358.0,402623.0,433984.0,409874.0,402623.0,380255.0,409874.0,385764.0,380255.0,357887.0,361202.0,"{""office"": ""AL Senate District 24"", ""source"": ""mock"", ""candidates"": [{""name"": ""John Miller"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-025,AL,upper,25,ocd-division/country:us/state:al/sldu:25,AL SD-25,R,Jennifer Davis,R,2009,17.0,19.2,Likely R,True,False,safe,35,18,232806.0,209526.0,177555.0,159800.0,209526.0,197885.0,159800.0,150922.0,197885.0,186245.0,150922.0,142044.0,133661.0,"{""office"": ""AL Senate District 25"", ""source"": ""mock"", ""candidates"": [{""name"": ""Jennifer Davis"", ""party"": ""R""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-026,AL,upper,26,ocd-division/country:us/state:al/sldu:26,AL SD-26,R,Michael Rodriguez,R,2008,18.0,24.8,Likely R,True,False,safe,35,18,128126.0,115313.0,147751.0,132976.0,115313.0,108907.0,132976.0,125589.0,108907.0,102500.0,125589.0,118201.0,68417.0,"{""office"": ""AL Senate District 26"", ""source"": ""mock"", ""candidates"": [{""name"": ""Michael Rodriguez"", ""party"": ""R""}, {""name"": ""Linda Anderson"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-027,AL,upper,27,ocd-division/country:us/state:al/sldu:27,AL SD-27,R,Linda Martinez,R,2015,11.0,11.3,Likely R,True,False,defend,35,18,708547.0,637692.0,417662.0,375896.0,637692.0,602265.0,375896.0,355013.0,602265.0,566838.0,355013.0,334130.0,493923.0,"{""office"": ""AL Senate District 27"", ""source"": ""mock"", ""candidates"": [{""name"": ""Linda Martinez"", ""party"": ""R""}, {""name"": ""Michael Garcia"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-028,AL,upper,28,ocd-division/country:us/state:al/sldu:28,AL SD-28,R,David Hernandez,R,2019,7.0,11.0,Likely R,True,False,defend,35,18,432719.0,389447.0,449042.0,404138.0,389447.0,367811.0,404138.0,381686.0,367811.0,346175.0,381686.0,359234.0,390494.0,"{""office"": ""AL Senate District 28"", ""source"": ""mock"", ""candidates"": [{""name"": ""David Hernandez"", ""party"": ""R""}, {""name"": ""Susan Thomas"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-029,AL,upper,29,ocd-division/country:us/state:al/sldu:29,AL SD-29,R,OPEN SEAT,,,0.0,21.5,Likely R,False,True,safe,35,18,205746.0,185172.0,171103.0,153993.0,185172.0,174884.0,153993.0,145438.0,174884.0,164597.0,145438.0,136883.0,110363.0,"{""office"": ""AL Senate District 29"", ""source"": ""mock"", ""candidates"": []}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-030,AL,upper,30,ocd-division/country:us/state:al/sldu:30,AL SD-30,R,Elizabeth Lopez,R,2012,14.0,10.1,Likely R,True,False,defend,35,18,478774.0,430897.0,390478.0,351430.0,430897.0,406958.0,351430.0,331906.0,406958.0,383019.0,331906.0,312382.0,396131.0,"{""office"": ""AL Senate District 30"", ""source"": ""mock"", ""candidates"": [{""name"": ""Elizabeth Lopez"", ""party"": ""R""}, {""name"": ""David Smith"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
AL-U-031,AL,upper,31,ocd-division/country:us/state:al/sldu:31,AL SD-31,R,William Wilson,R,2014,12.0,26.2,Likely R,True,False,safe,35,18,231773.0,208596.0,224646.0,202181.0,208596.0,197007.0,202181.0,190949.0,197007.0,185419.0,190949.0,179717.0,113192.0,"{""office"": ""AL Senate District 31"", ""source"": ""mock"", ""candidates"": [{""name"": ""William Wilson"", ""party"": ""R""}, {""name"": ""Susan Thomas"", ""party"": ""D""}]}",Synthetic state-leg row — replace via OpenStates / FTM pipeline,mock
